CONTA;NATUREZA DO SALDO
811140208;C
811140209;C
811140210;C
811140211;C
811140212;C
811140213;C
811140214;C
811140215;C
811140216;C
811140298;C
811140299;C
811140300;C
811140301;C
811140302;C
811140303;C
811140304;C
811140305;C
811140306;C
811140398;C
811140399;C
811140400;C
811140401;C
811140402;C
811140403;C
811140404;C
811140405;C
811140406;C
811140498;C
811140499;C
811150000;C
811150100;C
811150101;C
811150102;C
811150103;C
811150104;C
811150105;C
811150106;C
811150107;C
811150108;C
811150109;C
811150110;C
811150111;C
811150112;C
811150113;C
811150114;C
811150115;C
811150116;C
811150198;C
811150199;C
811150200;C
811150201;C
811150202;C
811150203;C
811150204;C
811150205;C
811150206;C
811150207;C
811150208;C
811150209;C
811150210;C
811150211;C
811150212;C
811150213;C
811150214;C
811150215;C
811150216;C
811150298;C
811150299;C
811150300;C
811150301;C
811150302;C
811150303;C
811150304;C
811150305;C
811150306;C
811150398;C
811150399;C
811150400;C
811150401;C
811150402;C
811150403;C
811150404;C
811150405;C
811150406;C
811150498;C
811150499;C
811200000;C
811210000;C
811210100;C
811210101;C
811210102;C
811210103;C
811210104;C
811210105;C
811210106;C
811210107;C
811210108;C
811210109;C
811210110;C
811210111;C
811210112;C
811210199;C
811210200;C
811210201;C
811210202;C
811210203;C
811210204;C
811210205;C
811210206;C
811210207;C
811210208;C
811210209;C
811210210;C
811210299;C
811219900;C
811219901;C
811219902;C
811219903;C
811219904;C
811219905;C
811219906;C
811219907;C
811219908;C
811219909;C
811219910;C
811219999;C
811220000;C
811230000;C
811240000;C
811250000;C
811300000;C
811310000;C
811310100;C
811310101;C
811310102;C
811310200;C
811310201;C
811310202;C
811310300;C
811310301;C
811310302;C
811310400;C
811310401;C
811310402;C
811310500;C
811310501;C
811310502;C
811310800;C
811310801;C
811310802;C
811310803;C
811311200;C
811311201;C
811311202;C
811311203;C
811311300;C
811311301;C
811311302;C
811311303;C
811319900;C
811319901;C
811319902;C
811319903;C
811320000;C
811330000;C
811340000;C
811350000;C
811400000;C
811410000;C
811420000;C
811430000;C
811440000;C
811450000;C
811900000;C
811910000;C
811920000;C
811930000;C
811940000;C
811950000;C
812000000;C
812100000;C
812110000;C
812110100;C
812110101;C
812110103;C
812110104;C
812110106;C
812110107;C
812110109;C
812110110;C
812110112;C
812110113;C
812110115;C
812110116;C
812110118;C
812110119;C
812110121;C
812110122;C
812110123;C
812110200;C
812110201;C
812110203;C
812110204;C
812110206;C
812110207;C
812110209;C
812110210;C
812110212;C
812110213;C
812110215;C
812110216;C
812110218;C
812110219;C
812110221;C
812110300;C
812110301;C
812110303;C
812110304;C
812110306;C
812110307;C
812110309;C
812110310;C
812110312;C
812110400;C
812110401;C
812110403;C
812110404;C
812110406;C
812110407;C
812110409;C
812110410;C
812110412;C
812120000;C
812120100;C
812120101;C
812120103;C
812120104;C
812120106;C
812120107;C
812120109;C
812120110;C
812120112;C
812120113;C
812120115;C
812120116;C
812120118;C
812120119;C
812120121;C
812120122;C
812120123;C
812120200;C
812120201;C
812120203;C
812120204;C
812120206;C
812120207;C
812120209;C
812120210;C
812120212;C
812120213;C
812120215;C
812120216;C
812120218;C
812120219;C
812120221;C
812120300;C
812120301;C
812120303;C
812120304;C
812120306;C
812120307;C
812120309;C
812120310;C
812120312;C
812120400;C
812120401;C
812120403;C
812120404;C
812120406;C
812120407;C
812120409;C
812120410;C
812120412;C
812130000;C
812130100;C
812130101;C
812130103;C
812130104;C
812130106;C
812130107;C
812130109;C
812130110;C
812130112;C
812130113;C
812130115;C
812130116;C
812130118;C
812130119;C
812130121;C
812130122;C
812130123;C
812130200;C
812130201;C
812130203;C
812130204;C
812130206;C
812130207;C
812130209;C
812130210;C
812130212;C
812130213;C
812130215;C
812130216;C
812130218;C
812130219;C
812130221;C
812130300;C
812130301;C
812130303;C
812130304;C
812130306;C
812130307;C
812130309;C
812130310;C
812130312;C
812130400;C
812130401;C
812130403;C
812130404;C
812130406;C
812130407;C
812130409;C
812130410;C
812130412;C
812140000;C
812140100;C
812140101;C
812140103;C
812140104;C
812140106;C
812140107;C
812140109;C
812140110;C
812140112;C
812140113;C
812140115;C
812140116;C
812140118;C
812140119;C
812140121;C
812140122;C
812140123;C
812140200;C
812140201;C
812140203;C
812140204;C
812140206;C
812140207;C
812140209;C
812140210;C
812140212;C
812140213;C
812140215;C
812140216;C
812140218;C
812140219;C
812140221;C
812140300;C
812140301;C
812140303;C
812140304;C
812140306;C
812140307;C
812140309;C
812140310;C
812140312;C
812140400;C
812140401;C
812140403;C
812140404;C
812140406;C
812140407;C
812140409;C
812140410;C
812140412;C
812150000;C
812150100;C
812150101;C
812150103;C
812150104;C
812150106;C
812150107;C
812150109;C
812150110;C
812150112;C
812150113;C
812150115;C
812150116;C
812150118;C
812150119;C
812150121;C
812150122;C
812150123;C
812150200;C
812150201;C
812150203;C
812150204;C
812150206;C
812150207;C
812150209;C
812150210;C
812150212;C
812150213;C
812150215;C
812150216;C
812150218;C
812150219;C
812150221;C
812150300;C
812150301;C
812150303;C
812150304;C
812150306;C
812150307;C
812150309;C
812150310;C
812150312;C
812150400;C
812150401;C
812150403;C
812150404;C
812150406;C
812150407;C
812150409;C
812150410;C
812150412;C
812200000;C
812210000;C
812210100;C
812210101;C
812210102;C
812210103;C
812210104;C
812210105;C
812210106;C
812210107;C
812210108;C
812210109;C
812210110;C
812210111;C
812210112;C
812210199;C
812210200;C
812210201;C
812210202;C
812210203;C
812210204;C
812210205;C
812210206;C
812210207;C
812210208;C
812210209;C
812210210;C
812210299;C
812219900;C
812219901;C
812219902;C
812219903;C
812219904;C
812219905;C
812219906;C
812219907;C
812219908;C
812219909;C
812219910;C
812219999;C
812220000;C
812230000;C
812240000;C
812250000;C
812300000;C
812310000;C
812310100;C
812310101;C
812310102;C
812310200;C
812310201;C
812310202;C
812310300;C
812310301;C
812310302;C
812310400;C
812310401;C
812310402;C
812310500;C
812310501;C
812310502;C
812310600;C
812310601;C
812310602;C
812310700;C
812310701;C
812310702;C
812310800;C
812310801;C
812310802;C
812310803;C
812310804;C
812310805;C
812310806;C
812310900;C
812310901;C
812310902;C
812310903;C
812311000;C
812311001;C
812311002;C
812311003;C
812311004;C
812311005;C
812311006;C
812311007;C
812311008;C
812311009;C
812311010;C
812311100;C
812311101;C
812311102;C
812311103;C
812311104;C
812311105;C
812311106;C
812311107;C
812311108;C
812311109;C
812311110;C
812311200;C
812311201;C
812311202;C
812311203;C
812311300;C
812311301;C
812311302;C
812311303;C
812319900;C
812319901;C
812319902;C
812319903;C
812320000;C
812330000;C
812340000;C
812350000;C
812400000;C
812410000;C
812420000;C
812430000;C
812440000;C
812450000;C
812900000;C
812910000;C
812920000;C
812930000;C
812940000;C
812950000;C
820000000;C
821000000;C
821100000;C
821110000;C/D
821110100;C/D
821110200;C
821119900;C
821120000;C
821120100;C
821120200;C
821129900;C
821130000;C
821130100;C
821130200;C
821130300;C
821130400;C
821139900;C
821140000;C
821140100;C
821140200;C
821140300;C
821140400;C
821140500;C
821149900;C
821150000;C
821190000;C
821200000;C
821300000;C
821900000;C
822000000;C
822100000;C
822110000;C
822110100;C
822110101;C
822110102;C
822110103;C
822110104;C
822110200;C
822110201;C
822110202;C
822110203;C
822110204;C
822119900;C
822120000;C
822120100;C
822120101;C
822120102;C
822129900;C
822190000;C
822900000;C
823000000;C
824000000;C
830000000;C
831000000;C
831100000;C
831110000;C
831110100;C
831110200;C
831110300;C
831119900;C
831120000;C
831120100;C
831200000;C
831210000;C
831210100;C
831210200;C
831210300;C
831219900;C
831220000;C
831220100;C
831300000;C
831310000;C
831310100;C
831310200;C
831310300;C
831319900;C
831320000;C
831320100;C
831400000;C
831410000;C
831410100;C
831410200;C
831410300;C
831419900;C
831420000;C
831420100;C
832000000;C
832100000;C
832110000;C
832120000;C
832200000;C
832210000;C
832220000;C
832300000;C
832310000;C
832310100;C
832310200;C
832319900;C
832320000;C
832320100;C
832320200;C
832329900;C
832400000;C
832410000;C
832410100;C
832410200;C
832419900;C
832420000;C
832420100;C
832420200;C
832429900;C
832500000;C
832510000;C
832510100;C
832510200;C
832519900;C
832520000;C
832520100;C
832520200;C
832529900;C
832900000;C
840000000;C
841000000;C
841100000;C
841110000;C
841120000;C
841130000;C
841140000;C
841150000;C
841190000;C
841200000;C
841210000;C
841220000;C
841230000;C
841240000;C
841250000;C
841290000;C
841900000;C
842000000;C
842100000;C
842110000;C
842120000;C
842130000;C
842140000;C
842200000;C
842900000;C
850000000;C
852000000;C
852100000;C
852200000;C
852300000;C
852400000;C
852500000;C
852600000;C
852900000;C
853000000;C
853100000;C
853200000;C
853210000;C
853220000;C
853230000;C
853240000;C
853250000;C
853260000;C
853270000;C
853300000;C
853310000;C
853320000;C
853330000;C
853340000;C
853350000;C
853360000;C
853370000;C
853380000;C
853400000;C
853410000;C
853420000;C
853430000;C
853440000;C
853450000;C
853500000;C
853600000;C
853700000;C
860000000;C
861000000;C
861100000;C
861110000;C
861110100;C
861110200;C
861110300;C
861110400;C
861110500;C
861110600;C
861119900;C
861120000;C
861120100;C
861120200;C
861120300;C
861120400;C
861120500;C
861120600;C
861129900;C
861200000;C
861210000;C
861210100;C
861219900;C
861220000;C
861220100;C
861229900;C
861300000;C
861310000;C
861310100;C
861320000;C
861320100;C
861900000;C
861910000;C
861910100;C
861910200;C
861920000;C
861920100;C
861920200;C
862000000;C
863000000;C
863100000;C
863110000;C
863110100;C
863110200;C
863110300;C
863120000;C
863120100;C
863120200;C
863120300;C
863140000;C
863150000;C
863150100;C
863150101;C
863150102;C
863150103;C
863150199;C
863150200;C
863159900;C
863200000;C
863210000;C
863220000;C
863300000;C
863310000;C
863320000;C
864000000;C
864100000;C
864110000;C
864120000;C
864130000;C
864190000;C
864200000;C
864210000;C
864210100;C
864210101;C
864210102;C
864210103;C
864210104;C
864210105;C
864210106;C
864210107;C
864210199;C
864210200;C
864210201;C
864210202;C
864210203;C
864210204;C
864210205;C
864210206;C
864210207;C
864210299;C
864219900;C
864219901;C
864219902;C
864219903;C
864219904;C
864219905;C
864219906;C
864219907;C
864219999;C
864220000;C
864230000;C
864290000;C
864600000;C
864610000;C
864620000;C
864630000;C
864690000;C
864700000;C
864710000;C
864720000;C
864730000;C
864790000;C
880000000;C
890000000;C
891000000;C
891100000;C
891110000;C
891120000;C
891140000;C
891140100;C
891140200;C
891150000;C
891150100;C
891150200;C
891190000;C
891200000;C
891210000;C
891210100;C
891210200;C
891210300;C
891210400;C
891210500;C
891210600;C
891219900;C
891220000;C
891220100;C
891220200;D
891240000;C
891240100;C
891240200;C
891250000;C
891250100;C
891250200;C
891290000;C
892000000;C
892100000;C
892200000;C
892300000;C
892400000;C
892500000;C
892600000;C
892700000;C
892800000;C
892900000;C
892910000;C
892910100;C
892910200;C
892910400;C
892910500;C
892910600;C
892919900;C
895000000;C
895100000;C
895110000;C
895120000;C
899000000;C
